Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,PPL Query: vpc/11_sum_packets,2173,0,37,39.37080706400283,30.79008311033249,172.6182501297444,672.0,7.919412242703405,0.0,37,39,40,40,43,47,56,110,160,170,170
,Aggregated,2173,0,37,39.37080706400283,30.79008311033249,172.6182501297444,672.0,7.919412242703405,0.0,37,39,40,40,43,47,56,110,160,170,170
