Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,PPL Query: vpc/11_sum_packets,676,0,32,36.48334491678332,21.047291811555624,443.3386668097228,644.0,7.611300675799649,0.0,32,37,41,44,52,56,65,68,440,440,440
,Aggregated,676,0,32,36.48334491678332,21.047291811555624,443.3386668097228,644.0,7.611300675799649,0.0,32,37,41,44,52,56,65,68,440,440,440
