Query Name,PPL Query,Better Performance,Performance Improvement,Calcite Request Count,Non-Calcite Request Count,Calcite Median (ms),Non-Calcite Median (ms),Median Change,Calcite Average (ms),Non-Calcite Average (ms),Average Change,Calcite Min (ms),Non-Calcite Min (ms),Min Change,Calcite Max (ms),Non-Calcite Max (ms),Max Change,Calcite 95% (ms),Non-Calcite 95% (ms),95% Change,Calcite 99% (ms),Non-Calcite 99% (ms),99% Change,Calcite Requests/s,Non-Calcite Requests/s,Requests/s Change,Calcite Failures,Non-Calcite Failures
Aggregated,N/A,Non-Calcite,69.34% faster,676,1158,32,11,190.91%,36.48334491678332,11.184984150572658,226.18%,21.047291811555624,3.2131660263985395,555.03%,443.3386668097228,263.4741251822561,68.27%,56,18,211.11%,68,20,240.00%,7.611300675799649,8.339510951291775,-8.73%,0,0
PPL Query: vpc/11_sum_packets,SOURCE = flint_new_data_source_default_amazon_vpc_flow_v1__live_mview | stats sum(`aws.vpc.packets`) as Packets by `aws.vpc.srcaddr` | sort - Packets | head 10,Non-Calcite,69.34% faster,676,1158,32,11,190.91%,36.48334491678332,11.184984150572658,226.18%,21.047291811555624,3.2131660263985395,555.03%,443.3386668097228,263.4741251822561,68.27%,56,18,211.11%,68,20,240.00%,7.611300675799649,8.339510951291775,-8.73%,0,0
