Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,DSL Query: big5/query1,12093,0,16,16.878074701073267,11.209791999135632,242.51004200050374,9839.495741337963,13.44707021353752,0.0,16,17,18,18,19,19,21,40,200,240,240
,Aggregated,12093,0,16,16.878074701073267,11.209791999135632,242.51004200050374,9839.495741337963,13.44707021353752,0.0,16,17,18,18,19,19,21,40,200,240,240
