Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,DSL Query: big5/query1,11988,0,15,16.546418520600838,11.324625003908295,232.6016249935492,9839.50058391725,13.319807186247537,0.0,15,16,17,18,18,19,21,43,210,230,230
,Aggregated,11988,0,15,16.546418520600838,11.324625003908295,232.6016249935492,9839.50058391725,13.319807186247537,0.0,15,16,17,18,18,19,21,43,210,230,230
