Query Name,PPL Query,Better Performance,Performance Improvement,Calcite Request Count,Non-Calcite Request Count,Calcite Median (ms),Non-Calcite Median (ms),Median Change,Calcite Average (ms),Non-Calcite Average (ms),Average Change,Calcite Min (ms),Non-Calcite Min (ms),Min Change,Calcite Max (ms),Non-Calcite Max (ms),Max Change,Calcite 95% (ms),Non-Calcite 95% (ms),95% Change,Calcite 99% (ms),Non-Calcite 99% (ms),99% Change,Calcite Requests/s,Non-Calcite Requests/s,Requests/s Change,Calcite Failures,Non-Calcite Failures
Aggregated,N/A,Non-Calcite,6.10% faster,22231,22585,52,46,13.04%,53.07183683483978,49.833836744885616,6.50%,37.90816687978804,32.38808293826878,17.04%,339.9228749331087,2673.478040844202,-87.29%,60,54,11.11%,80,180,-55.56%,33.03772022479618,31.503590312631818,4.87%,0,0
PPL Query: vpc/11_sum_packets,SOURCE = flint_new_data_source_default_amazon_vpc_flow_v1__live_mview | stats sum(`aws.vpc.packets`) as Packets by `aws.vpc.srcaddr` | sort - Packets | head 10,Non-Calcite,6.10% faster,22231,22585,52,46,13.04%,53.07183683483978,49.833836744885616,6.50%,37.90816687978804,32.38808293826878,17.04%,339.9228749331087,2673.478040844202,-87.29%,60,54,11.11%,80,180,-55.56%,33.03772022479618,31.503590312631818,4.87%,0,0
