Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
POST,PPL Query: vpc/11_sum_packets,22412,0,46,46.82805517374407,31.70366701669991,414.4280410837382,662.0,33.16691043411491,0.0,46,48,49,50,52,54,58,72,290,370,410
,Aggregated,22412,0,46,46.82805517374407,31.70366701669991,414.4280410837382,662.0,33.16691043411491,0.0,46,48,49,50,52,54,58,72,290,370,410
