Query Name,PPL Query,Better Performance,Performance Improvement,Calcite Request Count,Non-Calcite Request Count,Calcite Median (ms),Non-Calcite Median (ms),Median Change,Calcite Average (ms),Non-Calcite Average (ms),Average Change,Calcite Min (ms),Non-Calcite Min (ms),Min Change,Calcite Max (ms),Non-Calcite Max (ms),Max Change,Calcite 95% (ms),Non-Calcite 95% (ms),95% Change,Calcite 99% (ms),Non-Calcite 99% (ms),99% Change,Calcite Requests/s,Non-Calcite Requests/s,Requests/s Change,Calcite Failures,Non-Calcite Failures
Aggregated,N/A,Non-Calcite,16.15% faster,22175,22412,53,46,15.22%,55.850006556516384,46.82805517374407,19.27%,39.32887502014637,31.70366701669991,24.05%,457.64470915310085,414.4280410837382,10.43%,67,54,24.07%,150,72,108.33%,33.1532846651427,33.16691043411491,-0.04%,1,0
PPL Query: vpc/11_sum_packets,SOURCE = flint_new_data_source_default_amazon_vpc_flow_v1__live_mview | stats sum(`aws.vpc.packets`) as Packets by `aws.vpc.srcaddr` | sort - Packets | head 10,Non-Calcite,16.15% faster,22175,22412,53,46,15.22%,55.850006556516384,46.82805517374407,19.27%,39.32887502014637,31.70366701669991,24.05%,457.64470915310085,414.4280410837382,10.43%,67,54,24.07%,150,72,108.33%,33.1532846651427,33.16691043411491,-0.04%,1,0
